dateStr=2015-12-24;timeStr=19:06:13;seconds=3533828773.199000;fileVersion=20151224;numObjects=1343;numSessions=6;
masterIdx,map,session,spineMapRow,segmentMapRow,Idx,roiType,roiTypeNum,x,y,z,channel,groupID,parentID,cPnt,sDist,pDist,cAuto,cAngle,cLine,cLineNum,cx,cy,cz,cDate,cTime,mDate,mTime,cSeconds,mSeconds,userName,note,edgeList,isDirty,isBad,dynBad,intBad,progType,madeFrom,analParam,analResult1,analResult2,analResult3,analResult4,user1,user2,user3,userBool1,userBool2,userBool3,userType,bSpineMap,bSpineIdx,error,warning,idx_ch1,x_ch1,y_ch1,z_ch1,sLen2d_ch1,sLen3d_ch1,intmSeconds_ch1,isDirty_ch1,intBad_ch1,intManual_ch1,spineWidth_ch1,extendHead_ch1,extendTail_ch1,scaleRadius_ch1,zPlusMinus_ch1,sSum_ch1,sMean_ch1,sSD_ch1,sN_ch1,sbSum_ch1,sbMean_ch1,sbSD_ch1,sbN_ch1,sbxyManual_ch1,sbxPos_ch1,sbyPos_ch1,dSum_ch1,dMean_ch1,dSD_ch1,dN_ch1,dPlus_ch1,dMinus_ch1,dbSum_ch1,dbMean_ch1,dbSD_ch1,dbN_ch1,ubssSum_ch1,ubssMean_ch1,ubsdSum_ch1,ubsdMean_ch1,idx_ch2,x_ch2,y_ch2,z_ch2,sLen2d_ch2,sLen3d_ch2,intmSeconds_ch2,isDirty_ch2,intBad_ch2,intManual_ch2,spineWidth_ch2,extendHead_ch2,extendTail_ch2,scaleRadius_ch2,zPlusMinus_ch2,sSum_ch2,sMean_ch2,sSD_ch2,sN_ch2,sbSum_ch2,sbMean_ch2,sbSD_ch2,sbN_ch2,sbxyManual_ch2,sbxPos_ch2,sbyPos_ch2,dSum_ch2,dMean_ch2,dSD_ch2,dN_ch2,dPlus_ch2,dMinus_ch2,dbSum_ch2,dbMean_ch2,dbSD_ch2,dbN_ch2,ubssSum_ch2,ubssMean_ch2,ubsdSum_ch2,ubsdMean_ch2,
593,rr49c,2,147,1,139,spineROI,0,45.189,49.585,34,1,,1,1381,49.003,-10.784,0,453.15,radius2,2,44.58,50.484,34,2015-10-21,12:52:45,2015-12-18,20:31:12,3528276765.256000,3533315472.162000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,134.000000,nan,nan,nan,1.085855,1.085855,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,93245.000000,136.923645,199.307175,681.000000,41916.000000,61.550659,93.730957,681.000000,0.000000,50.618279,44.155724,144044.000000,296.386841,291.924225,486.000000,nan,nan,27094.000000,55.748970,77.883492,486.000000,51329.000000,75.372986,116950.000000,240.637878,134.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,217343.000000,319.152710,437.276703,681.000000,41916.000000,61.550659,93.730957,681.000000,0.000000,50.618279,44.155724,144044.000000,296.386841,291.924225,486.000000,nan,nan,27094.000000,55.748970,77.883492,486.000000,175427.000000,257.602051,116950.000000,240.637878,
594,rr49c,2,341,1,140,spineROI,0,44.019,52.201,34,1,,1,1383,49.343,-10.445,0,269.92,radius1,1,44.483,51.241,34,2015-10-21,12:52:46,2015-12-18,20:31:12,3528276766.206000,3533315472.166000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,135.000000,nan,nan,nan,1.066253,1.066253,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,74260.000000,105.783478,140.499008,702.000000,37776.000000,53.811966,76.664665,702.000000,0.000000,47.217758,49.002239,141467.000000,302.279907,299.794312,468.000000,nan,nan,25102.000000,53.636753,70.505791,468.000000,36484.000000,51.971512,116365.000000,248.643158,135.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,163030.000000,232.236465,357.978302,702.000000,37776.000000,53.811966,76.664665,702.000000,0.000000,47.217758,49.002239,141467.000000,302.279907,299.794312,468.000000,nan,nan,25102.000000,53.636753,70.505791,468.000000,125254.000000,178.424500,116365.000000,248.643158,
595,rr49c,2,151,1,141,spineROI,0,49.871,51.237,34,1,,1,1430,55.509,-4.2788,0,98.79,radius2,2,50.04,52.33,35.8,2015-10-21,12:52:49,2015-12-18,20:31:12,3528276769.419000,3533315472.170000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,136.000000,nan,nan,nan,1.105988,2.112631,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,115821.000000,170.074890,319.510223,681.000000,31599.000000,46.400883,66.638863,681.000000,0.000000,52.082977,49.025024,166126.000000,341.823059,319.214569,486.000000,nan,nan,27515.000000,56.615227,74.906555,486.000000,84222.000000,123.674011,138611.000000,285.207825,136.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,298630.000000,438.516876,839.878845,681.000000,31599.000000,46.400883,66.638863,681.000000,0.000000,52.082977,49.025024,166126.000000,341.823059,319.214569,486.000000,nan,nan,27515.000000,56.615227,74.906555,486.000000,267031.000000,392.115997,138611.000000,285.207825,
596,rr49c,2,154,1,142,spineROI,0,53.038,49.929,36,1,,1,1455,58.608,-1.1794,0,437.37,radius2,2,53.109,52.361,36.6,2015-10-21,12:52:53,2015-12-18,20:31:12,3528276773.896000,3533315472.175000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,137.000000,nan,nan,nan,2.433036,2.505926,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,232687.000000,201.460602,330.108307,1155.000000,52007.000000,45.027706,59.389858,1155.000000,0.000000,65.203178,37.763821,162934.000000,329.159607,299.847321,495.000000,nan,nan,22270.000000,44.989899,54.722504,495.000000,180680.000000,156.432892,140664.000000,284.169708,137.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,720868.000000,624.128113,918.476562,1155.000000,52007.000000,45.027706,59.389858,1155.000000,0.000000,65.203178,37.763821,162934.000000,329.159607,299.847321,495.000000,nan,nan,22270.000000,44.989899,54.722504,495.000000,668861.000000,579.100403,140664.000000,284.169708,
597,rr49c,2,155,1,143,spineROI,0,54.69,50.617,36,1,,1,1465,59.788,0,0,456.01,radius2,2,54.211,52.573,36.6,2015-10-21,12:52:54,2015-12-18,20:31:12,3528276774.770000,3533315472.179000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,138.000000,nan,nan,nan,2.013797,2.101280,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,420759.000000,351.511292,548.412659,1197.000000,59537.000000,49.738514,66.343155,1197.000000,0.000000,64.776428,40.530575,162421.000000,338.377075,292.112152,480.000000,nan,nan,20654.000000,43.029167,56.030815,480.000000,361222.000000,301.772766,141767.000000,295.347900,138.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,1250345.000000,1044.565552,1383.388672,1197.000000,59537.000000,49.738514,66.343155,1197.000000,0.000000,64.776428,40.530575,162421.000000,338.377075,292.112152,480.000000,nan,nan,20654.000000,43.029167,56.030815,480.000000,1190808.000000,994.827026,141767.000000,295.347900,
598,rr49c,2,418,1,144,spineROI,0,57.375,51.237,39,1,,1,1482,61.977,2.1891,0,478.36,radius2,2,56.195,52.932,39,2015-10-21,12:52:57,2015-12-18,20:31:12,3528276777.976000,3533315472.183000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,139.000000,nan,nan,nan,2.065290,2.065290,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,138056.000000,120.783905,154.986801,1143.000000,49926.000000,43.679790,61.771221,1143.000000,0.000000,63.920322,44.691677,167798.000000,354.004211,282.579590,474.000000,nan,nan,20051.000000,42.301689,55.671680,474.000000,88130.000000,77.104111,147747.000000,311.702515,139.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,299075.000000,261.657928,312.112274,1143.000000,49926.000000,43.679790,61.771221,1143.000000,0.000000,63.920322,44.691677,167798.000000,354.004211,282.579590,474.000000,nan,nan,20051.000000,42.301689,55.671680,474.000000,249149.000000,217.978134,147747.000000,311.702515,
599,rr49c,2,157,1,145,spineROI,0,56.549,54.955,40,1,,1,1491,63.256,3.4679,0,286.64,radius1,1,57.139,54.071,39,2015-10-21,12:53:08,2015-12-18,20:31:12,3528276788.691000,3533315472.188000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,140.000000,nan,nan,nan,1.062806,1.459300,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,81325.000000,124.923195,171.850510,651.000000,33046.000000,50.761906,72.866158,651.000000,0.000000,62.925835,48.578167,162744.000000,336.944092,268.885193,483.000000,nan,nan,18562.000000,38.430641,44.957714,483.000000,48279.000000,74.161285,144182.000000,298.513458,140.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,283737.000000,435.847931,638.611328,651.000000,33046.000000,50.761906,72.866158,651.000000,0.000000,62.925835,48.578167,162744.000000,336.944092,268.885193,483.000000,nan,nan,18562.000000,38.430641,44.957714,483.000000,250691.000000,385.086029,144182.000000,298.513458,
600,rr49c,2,160,1,146,spineROI,0,60.762,53.33,40,1,,1,1516,66.484,6.6959,0,479.86,radius2,2,60.187,54.253,38.6,2015-10-21,12:53:15,2015-12-18,20:31:12,3528276795.944000,3533315472.192000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,141.000000,nan,nan,nan,1.087453,1.772725,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,54075.000000,77.693962,119.267235,696.000000,34144.000000,49.057472,71.579666,696.000000,0.000000,64.336708,49.755287,118520.000000,251.634827,229.946167,471.000000,nan,nan,20638.000000,43.817410,61.046761,471.000000,19931.000000,28.636490,97882.000000,207.817413,141.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,102835.000000,147.751434,296.277496,696.000000,34144.000000,49.057472,71.579666,696.000000,0.000000,64.336708,49.755287,118520.000000,251.634827,229.946167,471.000000,nan,nan,20638.000000,43.817410,61.046761,471.000000,68691.000000,98.693962,97882.000000,207.817413,
601,rr49c,2,159,1,147,spineROI,0,65.925,53.399,41,1,,1,1568,73.519,13.731,0,418.44,radius2,2,66.459,55.952,40,2015-10-21,12:53:18,2015-12-18,20:31:12,3528276798.466000,3533315472.196000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,142.000000,nan,nan,nan,2.608249,2.793379,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,169104.000000,141.984894,218.270264,1191.000000,57212.000000,48.036945,66.366570,1191.000000,0.000000,73.749748,45.574253,128498.000000,281.793854,311.835266,456.000000,nan,nan,23219.000000,50.918861,75.638557,456.000000,111892.000000,93.947952,105279.000000,230.875000,142.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,478724.000000,401.951294,623.277710,1191.000000,57212.000000,48.036945,66.366570,1191.000000,0.000000,73.749748,45.574253,128498.000000,281.793854,311.835266,456.000000,nan,nan,23219.000000,50.918861,75.638557,456.000000,421512.000000,353.914337,105279.000000,230.875000,
602,rr49c,2,219,1,148,spineROI,0,65.719,57.529,42,1,,1,1567,73.349,13.561,0,261.12,radius1,1,66.07,56.538,40.4,2015-10-21,12:53:21,2015-12-18,20:31:12,3528276801.966000,3533315472.201000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,143.000000,nan,nan,nan,1.051324,1.914493,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,147071.000000,182.244110,274.470642,807.000000,34294.000000,42.495663,56.958538,807.000000,0.000000,71.184296,52.063702,132294.000000,293.986664,317.844452,450.000000,nan,nan,19647.000000,43.660000,56.889824,450.000000,112777.000000,139.748444,112647.000000,250.326660,143.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,491761.000000,609.369263,985.200562,807.000000,34294.000000,42.495663,56.958538,807.000000,0.000000,71.184296,52.063702,132294.000000,293.986664,317.844452,450.000000,nan,nan,19647.000000,43.660000,56.889824,450.000000,457467.000000,566.873596,112647.000000,250.326660,
603,rr49c,2,419,1,149,spineROI,0,70.194,60.077,43,1,,1,1605,78.535,18.747,0,257.79,radius1,1,70.55,58.045,42.8,2015-10-21,12:53:24,2015-12-18,20:31:12,3528276804.240000,3533315472.205000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,144.000000,nan,nan,nan,2.062949,2.072622,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,124401.000000,118.139603,166.847748,1053.000000,50382.000000,47.846153,70.322838,1053.000000,0.000000,76.382851,53.888153,135324.000000,289.153839,296.626709,468.000000,nan,nan,22652.000000,48.401711,63.910076,468.000000,74019.000000,70.293449,112672.000000,240.752136,144.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,363515.000000,345.218414,483.065674,1053.000000,50382.000000,47.846153,70.322838,1053.000000,0.000000,76.382851,53.888153,135324.000000,289.153839,296.626709,468.000000,nan,nan,22652.000000,48.401711,63.910076,468.000000,313133.000000,297.372253,112672.000000,240.752136,
604,rr49c,2,163,1,150,spineROI,0,70.125,56.221,44,1,,1,1601,78.005,18.217,0,416.68,radius2,2,70.33,57.227,42,2015-10-21,12:53:27,2015-12-18,20:31:12,3528276807.505000,3533315472.209000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,145.000000,nan,nan,nan,1.026675,2.248124,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,58711.000000,72.482719,120.215393,810.000000,34943.000000,43.139507,58.513237,810.000000,0.000000,77.270020,49.075977,146266.000000,295.486877,273.505096,495.000000,nan,nan,23270.000000,47.010101,64.676567,495.000000,23768.000000,29.343212,122996.000000,248.476776,145.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,103669.000000,127.986420,241.079742,810.000000,34943.000000,43.139507,58.513237,810.000000,0.000000,77.270020,49.075977,146266.000000,295.486877,273.505096,495.000000,nan,nan,23270.000000,47.010101,64.676567,495.000000,68726.000000,84.846909,122996.000000,248.476776,
605,rr49c,2,162,1,151,spineROI,0,71.915,59.595,44,1,,1,1622,80.753,20.965,0,227.68,radius1,1,72.648,58.79,42.6,2015-10-21,12:53:28,2015-12-18,20:31:12,3528276808.662000,3533315472.214000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,146.000000,nan,nan,nan,1.088721,1.773503,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,162177.000000,148.513733,259.125977,1092.000000,47586.000000,43.576923,60.761440,1092.000000,0.000000,80.243935,51.266064,184240.000000,396.215057,333.121826,465.000000,nan,nan,24636.000000,52.980644,78.968933,465.000000,114591.000000,104.936813,159604.000000,343.234406,146.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,431525.000000,395.169403,755.232605,1092.000000,47586.000000,43.576923,60.761440,1092.000000,0.000000,80.243935,51.266064,184240.000000,396.215057,333.121826,465.000000,nan,nan,24636.000000,52.980644,78.968933,465.000000,383939.000000,351.592468,159604.000000,343.234406,
606,rr49c,2,164,1,152,spineROI,0,74.187,56.015,43,1,,1,1634,82.243,22.455,0,453.35,radius2,2,74.04,58.21,43,2015-10-21,12:53:32,2015-12-18,20:31:12,3528276812.200000,3533315472.218000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,147.000000,nan,nan,nan,2.199917,2.199917,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,121195.000000,115.423813,170.137100,1050.000000,44208.000000,42.102856,62.679848,1050.000000,0.000000,76.457718,53.744286,166894.000000,349.882599,299.617554,477.000000,nan,nan,22888.000000,47.983227,62.868675,477.000000,76987.000000,73.320953,144006.000000,301.899384,147.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,293877.000000,279.882843,377.162567,1050.000000,44208.000000,42.102856,62.679848,1050.000000,0.000000,76.457718,53.744286,166894.000000,349.882599,299.617554,477.000000,nan,nan,22888.000000,47.983227,62.868675,477.000000,249669.000000,237.779984,144006.000000,301.899384,
607,rr49c,2,166,1,153,spineROI,0,77.835,56.772,45,1,,1,1656,85.032,25.244,0,53.449,radius2,2,76.68,58.33,43.2,2015-10-21,12:53:35,2015-12-18,20:31:12,3528276815.183000,3533315472.222000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,148.000000,nan,nan,nan,1.939430,2.646014,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,87706.000000,80.760590,118.230812,1086.000000,47265.000000,43.522099,57.271069,1086.000000,0.000000,79.774429,54.832569,110512.000000,243.955856,227.545547,453.000000,nan,nan,28318.000000,62.512142,85.295959,453.000000,40441.000000,37.238491,82194.000000,181.443710,148.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,245252.000000,225.830566,314.407715,1086.000000,47265.000000,43.522099,57.271069,1086.000000,0.000000,79.774429,54.832569,110512.000000,243.955856,227.545547,453.000000,nan,nan,28318.000000,62.512142,85.295959,453.000000,197987.000000,182.308472,82194.000000,181.443710,
608,rr49c,2,167,1,154,spineROI,0,79.625,57.736,44,1,,1,1677,87.631,27.843,0,463.87,radius2,2,79.149,58.769,44,2015-10-21,12:53:42,2015-12-18,20:31:12,3528276822.117000,3533315472.227000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,149.000000,nan,nan,nan,1.137394,1.137394,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,58177.000000,86.188148,126.331314,675.000000,26207.000000,38.825184,53.781891,675.000000,0.000000,86.449364,50.911636,127764.000000,267.849060,257.183502,477.000000,nan,nan,20934.000000,43.886791,59.454910,477.000000,31970.000000,47.362965,106830.000000,223.962265,149.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,125276.000000,185.594070,256.782867,675.000000,26207.000000,38.825184,53.781891,675.000000,0.000000,86.449364,50.911636,127764.000000,267.849060,257.183502,477.000000,nan,nan,20934.000000,43.886791,59.454910,477.000000,99069.000000,146.768890,106830.000000,223.962265,
609,rr49c,2,165,1,155,spineROI,0,80.796,57.736,44,1,,1,1688,89.1,29.312,0,426.94,radius2,2,80.58,59.292,44,2015-10-21,12:53:43,2015-12-18,20:31:12,3528276823.432000,3533315472.231000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,150.000000,nan,nan,nan,1.570921,1.570921,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,102733.000000,116.874855,191.628159,879.000000,36966.000000,42.054607,61.268608,879.000000,0.000000,82.366920,56.165081,129076.000000,270.599579,260.864166,477.000000,nan,nan,21285.000000,44.622643,60.947941,477.000000,65767.000000,74.820251,107791.000000,225.976929,150.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,200018.000000,227.551758,357.291229,879.000000,36966.000000,42.054607,61.268608,879.000000,0.000000,82.366920,56.165081,129076.000000,270.599579,260.864166,477.000000,nan,nan,21285.000000,44.622643,60.947941,477.000000,163052.000000,185.497147,107791.000000,225.976929,
610,rr49c,2,169,1,156,spineROI,0,80.038,61.178,45,1,,1,1685,88.69,28.902,0,232.27,radius1,1,79.86,59.676,44,2015-10-21,12:53:45,2015-12-18,20:31:12,3528276825.956000,3533315472.235000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,151.000000,nan,nan,nan,1.512511,1.813198,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,94476.000000,117.507462,170.479141,804.000000,36775.000000,45.740051,62.641308,804.000000,0.000000,86.095360,55.120640,139908.000000,286.110443,264.692230,489.000000,nan,nan,20021.000000,40.942741,56.991665,489.000000,57701.000000,71.767410,119887.000000,245.167694,151.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,255177.000000,317.384338,386.491119,804.000000,36775.000000,45.740051,62.641308,804.000000,0.000000,86.095360,55.120640,139908.000000,286.110443,264.692230,489.000000,nan,nan,20021.000000,40.942741,56.991665,489.000000,218402.000000,271.644287,119887.000000,245.167694,
611,rr49c,2,170,1,157,spineROI,0,83.756,62.417,46,1,,1,1718,93.545,33.757,0,235.14,radius1,1,84.069,61.711,46.4,2015-10-21,12:53:54,2015-12-18,20:31:12,3528276834.502000,3533315472.240000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,152.000000,nan,nan,nan,0.772273,0.869715,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,75861.000000,105.362503,182.886078,720.000000,39558.000000,54.941666,73.020653,720.000000,0.000000,90.162422,56.010578,118289.000000,273.817139,260.054138,432.000000,nan,nan,20826.000000,48.208332,76.063248,432.000000,36303.000000,50.420837,97463.000000,225.608810,152.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,168982.000000,234.697220,438.987640,720.000000,39558.000000,54.941666,73.020653,720.000000,0.000000,90.162422,56.010578,118289.000000,273.817139,260.054138,432.000000,nan,nan,20826.000000,48.208332,76.063248,432.000000,129424.000000,179.755554,97463.000000,225.608810,
612,rr49c,2,312,1,158,spineROI,0,87.061,63.863,46,1,,1,1753,97.952,38.164,0,284.25,radius1,1,87.771,62.407,47.8,2015-10-21,12:53:56,2015-12-18,20:31:12,3528276836.052000,3533315472.244000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,153.000000,nan,nan,nan,1.619888,2.421577,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,131269.000000,123.605461,162.339294,1062.000000,90271.000000,85.000938,111.796219,1062.000000,0.000000,100.317558,50.606441,94855.000000,193.977509,218.323029,489.000000,nan,nan,30452.000000,62.274029,90.984993,489.000000,40998.000000,38.604523,64403.000000,131.703476,153.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,368219.000000,346.722229,442.808594,1062.000000,90271.000000,85.000938,111.796219,1062.000000,0.000000,100.317558,50.606441,94855.000000,193.977509,218.323029,489.000000,nan,nan,30452.000000,62.274029,90.984993,489.000000,277948.000000,261.721283,64403.000000,131.703476,
613,rr49c,2,174,1,159,spineROI,0,88.782,63.794,48,1,,1,1765,99.492,39.704,0,279.62,radius1,1,89.211,62.671,47,2015-10-21,12:53:58,2015-12-18,20:31:12,3528276838.748000,3533315472.248000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,154.000000,nan,nan,nan,1.202152,1.563704,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,112630.000000,116.233231,151.922821,969.000000,52410.000000,54.086689,74.090736,969.000000,0.000000,92.667740,59.908260,91675.000000,194.639069,207.882431,471.000000,nan,nan,34078.000000,72.352440,108.340866,471.000000,60220.000000,62.146542,57597.000000,122.286629,154.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,221387.000000,228.469559,313.485718,969.000000,52410.000000,54.086689,74.090736,969.000000,0.000000,92.667740,59.908260,91675.000000,194.639069,207.882431,471.000000,nan,nan,34078.000000,72.352440,108.340866,471.000000,168977.000000,174.382874,57597.000000,122.286629,
614,rr49c,2,313,1,160,spineROI,0,85.477,60.145,44,1,,1,1734,95.374,35.586,0,428.36,radius2,2,85.629,60.977,46,2015-10-21,12:54:08,2015-12-18,20:31:12,3528276848.248000,3533315472.253000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,155.000000,nan,nan,nan,0.845771,2.171481,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,86058.000000,60.904457,92.747490,1413.000000,70614.000000,49.974522,71.228210,1413.000000,0.000000,102.433083,43.188915,116027.000000,261.322083,249.289001,444.000000,nan,nan,22177.000000,49.948196,70.679161,444.000000,15444.000000,10.929935,93850.000000,211.373886,155.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,146769.000000,103.870491,196.761627,1413.000000,70614.000000,49.974522,71.228210,1413.000000,0.000000,102.433083,43.188915,116027.000000,261.322083,249.289001,444.000000,nan,nan,22177.000000,49.948196,70.679161,444.000000,76155.000000,53.895969,93850.000000,211.373886,
615,rr49c,2,172,1,161,spineROI,0,96.575,61.66,49,1,,1,1816,106.24,46.449,0,434.45,radius2,2,95.494,63.367,49.8,2015-10-21,12:54:18,2015-12-18,20:31:12,3528276858.236000,3533315472.257000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,156.000000,nan,nan,nan,2.020498,2.173111,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,178139.000000,130.792221,179.222900,1362.000000,68192.000000,50.067547,70.087036,1362.000000,0.000000,113.188347,45.046650,65111.000000,148.655258,160.286362,438.000000,nan,nan,22629.000000,51.664383,75.755234,438.000000,109947.000000,80.724670,42482.000000,96.990875,156.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,392124.000000,287.903076,386.014709,1362.000000,68192.000000,50.067547,70.087036,1362.000000,0.000000,113.188347,45.046650,65111.000000,148.655258,160.286362,438.000000,nan,nan,22629.000000,51.664383,75.755234,438.000000,323932.000000,237.835526,42482.000000,96.990875,
616,rr49c,2,173,1,162,spineROI,0,93.615,65.446,50,1,,1,1813,105.78,45.99,0,289.08,radius1,1,94.819,63.719,50,2015-10-21,12:54:19,2015-12-18,20:31:12,3528276859.700000,3533315472.261000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,157.000000,nan,nan,nan,2.105266,2.105266,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,84104.000000,73.197563,105.865746,1149.000000,71767.000000,62.460400,89.456528,1149.000000,0.000000,98.506363,60.554634,65661.000000,143.052292,147.647446,459.000000,nan,nan,21957.000000,47.836601,63.794102,459.000000,12337.000000,10.737164,43704.000000,95.215691,157.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,224871.000000,195.710190,242.453674,1149.000000,71767.000000,62.460400,89.456528,1149.000000,0.000000,98.506363,60.554634,65661.000000,143.052292,147.647446,459.000000,nan,nan,21957.000000,47.836601,63.794102,459.000000,153104.000000,133.249786,43704.000000,95.215691,
617,rr49c,2,319,1,163,spineROI,0,96.162,67.581,52,1,,1,1844,110.37,50.584,0,256.26,radius1,1,97.119,66.339,51.4,2015-10-21,12:54:25,2015-12-18,20:31:12,3528276865.188000,3533315472.266000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,158.000000,nan,nan,nan,1.567933,1.678813,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,87413.000000,95.847588,134.167511,912.000000,49871.000000,54.683113,76.002670,912.000000,0.000000,106.283073,57.459923,99967.000000,197.173569,185.513290,507.000000,nan,nan,20490.000000,40.414200,53.619415,507.000000,37542.000000,41.164474,79477.000000,156.759369,158.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,270181.000000,296.251099,327.243591,912.000000,49871.000000,54.683113,76.002670,912.000000,0.000000,106.283073,57.459923,99967.000000,197.173569,185.513290,507.000000,nan,nan,20490.000000,40.414200,53.619415,507.000000,220310.000000,241.567993,79477.000000,156.759369,
